conference,url,title,authors,abstract,citations
acl,https://aclanthology.org/P16-1138.pdf,Simpler Context-Dependent Logical Forms via Model Projections,"Reginald Long,Panupong Pasupat,Percy Liang",None,70
acl,https://aclanthology.org/P16-1139.pdf,A Fast Unified Model for Parsing and Sentence Understanding,"Samuel R. Bowman,Jon Gauthier,Abhinav Rastogi,Raghav Gupta,Christopher D. Manning,Christopher Potts",None,334
acl,https://aclanthology.org/P16-1140.pdf,Investigating Language Universal and Specific Properties in Word Embeddings,"Peng Qian,Xipeng Qiu,Xuanjing Huang",None,43
acl,https://aclanthology.org/P16-1141.pdf,Diachronic Word Embeddings Reveal Statistical Laws of Semantic Change,"William L. Hamilton,Jure Leskovec,Dan Jurafsky",None,769
acl,https://aclanthology.org/P16-1142.pdf,"Beyond Plain Spatial Knowledge: Determining Where Entities Are and Are Not Located, and For How Long","Alakananda Vempala,Eduardo Blanco",None,6
acl,https://aclanthology.org/P16-1143.pdf,LexSemTm: A Semantic Dataset Based on All-words Unsupervised Sense Distribution Learning,"Andrew Bennett,Timothy Baldwin,Jey Han Lau,Diana McCarthy,Francis Bond",None,21
acl,https://aclanthology.org/P16-1144.pdf,The LAMBADA dataset: Word prediction requiring a broad discourse context,"Denis Paperno,Germán Kruszewski,Angeliki Lazaridou,Ngoc Quan Pham,Raffaella Bernardi,Sandro Pezzelle,Marco Baroni,Gemma Boleda,Raquel Fernández",None,144
acl,https://aclanthology.org/P16-1145.pdf,WikiReading: A Novel Large-scale Language Understanding Task over Wikipedia,"Daniel Hewlett,Alexandre Lacoste,Llion Jones,Illia Polosukhin,Andrew Fandrianto,Jay Han,Matthew Kelcey,David Berthelot",None,132
acl,https://aclanthology.org/P16-1146.pdf,Optimizing Spectral Learning for Parsing,"Shashi Narayan,Shay B. Cohen",None,8
acl,https://aclanthology.org/P16-1147.pdf,Stack-propagation: Improved Representation Learning for Syntax,"Yuan Zhang,David Weiss",None,95
acl,https://aclanthology.org/P16-1148.pdf,Inferring Perceived Demographics from User Emotional Tone and User-Environment Emotional Contrast,"Svitlana Volkova,Yoram Bachrach",None,52
acl,https://aclanthology.org/P16-1149.pdf,Prototype Synthesis for Model Laws,"Matthew Burgess,Eugenia Giraudy,Eytan Adar",None,1
acl,https://aclanthology.org/P16-1150.pdf,Which argument is more convincing? Analyzing and predicting convincingness of Web arguments using bidirectional LSTM,"Ivan Habernal,Iryna Gurevych",None,179
acl,https://aclanthology.org/P16-1151.pdf,Discovery of Treatments from Text Corpora,"Christian Fong,Justin Grimmer",None,43
acl,https://aclanthology.org/P16-1152.pdf,Learning Structured Predictors from Bandit Feedback for Interactive NLP,"Artem Sokolov,Julia Kreutzer,Christopher Lo,Stefan Riezler",None,29
acl,https://aclanthology.org/P16-1153.pdf,Deep Reinforcement Learning with a Natural Language Action Space,"Ji He,Jianshu Chen,Xiaodong He,Jianfeng Gao,Lihong Li,Li Deng,Mari Ostendorf",None,172
acl,https://aclanthology.org/P16-1154.pdf,Incorporating Copying Mechanism in Sequence-to-Sequence Learning,"Jiatao Gu,Zhengdong Lu,Hang Li,Victor O.K. Li",None,1288
acl,https://aclanthology.org/P16-1155.pdf,Cross-domain Text Classification with Multiple Domains and Disparate Label Sets,"Himanshu Sharad Bhatt,Manjira Sinha,Shourya Roy",None,0
acl,https://aclanthology.org/P16-1156.pdf,Morphological Smoothing and Extrapolation of Word Embeddings,"Ryan Cotterell,Hinrich Schütze,Jason Eisner",None,60
acl,https://aclanthology.org/P16-1157.pdf,Cross-lingual Models of Word Embeddings: An Empirical Comparison,"Shyam Upadhyay,Manaal Faruqui,Chris Dyer,Dan Roth",None,185
acl,https://aclanthology.org/P16-1158.pdf,"Take and Took, Gaggle and Goose, Book and Read: Evaluating the Utility of Vector Differences for Lexical Relation Learning","Ekaterina Vylomova,Laura Rimell,Trevor Cohn,Timothy Baldwin",None,130
acl,https://aclanthology.org/P16-1159.pdf,Minimum Risk Training for Neural Machine Translation,"Shiqi Shen,Yong Cheng,Zhongjun He,Wei He,Hua Wu,Maosong Sun,Yang Liu",None,401
